Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2013-05-08,6393.8,6412.85,6365.8,6380.15,10109366,644.92
2013-05-09,6389.15,6449.5,6389.15,6426.45,8393300,539.49
2013-05-10,6429.85,6476.55,6416.6,6439.85,5632913,403.1
2013-05-11,6422.45,6426.8,6404.65,6419,714807,27.18
2013-05-13,6398.55,6407.45,6309.75,6316,6003376,423.64
2013-05-14,6322.1,6371.45,6298.4,6328.05,6229461,482.54
2013-05-15,6332.45,6375.95,6316.55,6359.7,8151667,761.19
2013-05-16,6347.55,6347.55,6264.85,6292.15,8120999,569.87
2013-05-17,6299,6372.7,6299,6331.05,9170803,655.11
2013-05-20,6323.9,6382.1,6323.9,6358.75,6497790,517.87
2013-05-21,6348.25,6458.7,6348.25,6421,7425849,590.27
2013-05-22,6440.5,6500.4,6411.5,6420.2,8673354,845.08
2013-05-23,6411.55,6497.9,6372.3,6378.45,7230015,762.75
2013-05-24,6396.75,6431.95,6314.15,6330.8,5912883,368.08
2013-05-27,6322.55,6427.3,6298.65,6410.95,7348508,389.84
2013-05-28,6409.75,6441.6,6385.7,6431.6,5092223,416.42
2013-05-29,6441.85,6492.8,6355.65,6396.25,5745502,456.16
2013-05-30,6371.5,6419.95,6344.5,6390.4,12079485,700
2013-05-31,6381.95,6483.9,6381.45,6472.05,9389132,902.95
2013-06-03,6627.95,6758.8,6511.05,6551.65,10076736,1421.81
2013-06-04,6511.55,6554.9,6469.95,6516.65,9597235,667.62
2013-06-05,6490.8,6508.2,6465.4,6474,8035189,518.03
2013-06-06,6433.85,6484.55,6417.95,6451.55,7174033,608.34
2013-06-07,6440.9,6588.15,6440.9,6540.05,18368202,794.88
2013-06-10,6571.2,6633.1,6568.15,6604.7,13058227,687.88
2013-06-11,6615.7,6661.7,6523.95,6550.95,10556504,656.22
2013-06-12,6521.85,6562.95,6424.45,6438.6,8840788,775.35
2013-06-13,6427.6,6427.6,6316.35,6334.6,7313850,567.36
2013-06-14,6359.1,6395.85,6323.5,6370.4,6847751,542.17
2013-06-17,6394.25,6438.05,6358.55,6423.2,8781969,465.65
2013-06-18,6436.25,6471.35,6418.85,6451.95,8316322,483.82
2013-06-19,6468.85,6468.85,6387.55,6435.1,7539501,535.58
2013-06-20,6408.7,6433.1,6259.5,6290.15,9974571,733.32
2013-06-21,6296.65,6398.7,6296.65,6381.85,10910002,613.14
2013-06-24,6353.35,6376.75,6284.1,6309.45,8546423,588.44
2013-06-25,6309.1,6335.4,6246.4,6268.85,9970756,540.66
2013-06-26,6298.55,6400.5,6277.05,6378.35,8062537,576.07
2013-06-27,6428.75,6607.15,6424.25,6587.15,13333844,988.57
2013-06-28,6586.7,6648.6,6489.15,6634.15,12199576,999.62
2013-07-01,6589.3,6589.3,6515.3,6526.45,6918450,425.22
2013-07-02,6527.5,6564.7,6463.25,6474.25,7616250,542.78
2013-07-03,6464.8,6547,6404.65,6451.3,9518186,595.15
2013-07-04,6490.2,6640.7,6487.4,6633.2,10571024,672.11
2013-07-05,6646.75,6674.35,6591.35,6604.7,7573187,436.14
2013-07-08,6640.25,6653.35,6594.9,6607.95,8003769,491.16
2013-07-09,6609,6681.75,6609,6653.9,7391482,541.4
2013-07-10,6672.6,6710.4,6658.9,6690.95,9571426,579.98
2013-07-11,6748.75,6823.5,6748.75,6799.5,9764982,913.23
2013-07-12,7173.45,7361,7157.25,7249.4,18449503,2689.16
2013-07-15,7216.8,7261.35,7164,7225.4,11738448,936.69
2013-07-16,7132.7,7278.3,7122.35,7208.8,8583208,648.44
2013-07-17,7203.6,7300,7203.6,7272,9549151,745.29
2013-07-18,7286.7,7362.2,7245.65,7306.35,10721517,1023.12
2013-07-19,7400.35,7545.1,7400.35,7503.7,23178626,1957.69
2013-07-22,7472.15,7590.3,7468.25,7556.55,10071797,919.02
2013-07-23,7579.1,7650.6,7579.1,7604,12381525,832.3
2013-07-24,7569.05,7687.25,7569.05,7669.25,14228002,802.15
2013-07-25,7660.7,7720.6,7629.85,7678.15,16304902,1191.07
2013-07-26,7699,7747.05,7650.1,7663,10388873,851.43
2013-07-29,7638.8,7708.95,7633.9,7673.3,8975744,653.76
2013-07-30,7694.55,7762.2,7689.75,7718.85,9837874,847.56
2013-07-31,7738.25,7808.5,7708.65,7787.35,14964070,1300.38
2013-08-01,7811.45,7822.6,7727.95,7777.1,36078378,1497.71
2013-08-02,7793.95,7895.5,7793.95,7858.35,32282691,1282.35
2013-08-05,7838.65,7951.55,7838.65,7916.5,32061127,1226.34
2013-08-06,7920.95,7933.6,7839.35,7877.15,21982484,1067.88
2013-08-07,7876.35,7934.75,7738.15,7767.75,21385369,1025.37
2013-08-08,7710.4,7816.4,7687,7801.45,14480742,829.57
2013-08-12,7820.1,7874.95,7781.95,7841.45,13989664,938.67
2013-08-13,7860.1,7989.25,7860.1,7976.25,12373892,1009.85
2013-08-14,7971.9,8032.25,7874.1,7956.1,21212089,1182.45
2013-08-16,7879.45,7910.4,7724.95,7774.2,24726275,1336.33
2013-08-19,7811.85,7870.4,7708.75,7793.2,17324526,880.05
2013-08-20,7828.2,7828.2,7677.85,7693.5,18087694,1092.1
2013-08-21,7679.2,7679.2,7549.1,7594.05,18128173,1063.48
2013-08-22,7614.85,7796.1,7563.25,7777.5,13972374,1134.47
2013-08-23,7786.35,7902.5,7761.35,7893.2,16498774,1132.95
2013-08-26,7908.6,8047.4,7893.85,7958.65,21726276,1033.64
2013-08-27,7952.55,8073.9,7952.55,7975.8,13637709,874.9
2013-08-28,7948.65,8222.65,7948.65,8175.3,14737602,1392.43
2013-08-29,8110.05,8286.9,8083.9,8246.9,19542395,1907.4
2013-08-30,8225.65,8406.65,8196,8382.4,33968989,1704.81
2013-09-02,8325.85,8423.8,8325.85,8396.9,16502876,782.23
2013-09-03,8380.65,8410.95,8226.25,8259.4,15423496,965.12
2013-09-04,8293,8499.55,8293,8454.1,14231607,1057.25
2013-09-05,8437.95,8437.95,8185.4,8203.4,21197274,1212.11
2013-09-06,8224.65,8310.8,8172,8216.5,18316554,1203.79
2013-09-10,8211.9,8443.75,8211.9,8411.05,17887312,1785.15
2013-09-11,8421.3,8465.1,8360.9,8373.25,27137335,1321.82
2013-09-12,8367.05,8381.45,8222.4,8270.15,28850933,1288.57
2013-09-13,8257.85,8290,8152.9,8172.65,25786094,1302.99
2013-09-16,8172.3,8212.6,8005.1,8017.2,17963989,1232.7
2013-09-17,8048.1,8166.6,8030.35,8154.25,16596487,1082.63
2013-09-18,8160.4,8183.1,8119.55,8159.1,18291774,922.54
2013-09-19,8130.6,8218,8093.8,8156.95,12872779,1314.6
2013-09-20,8119.25,8225.8,8119.25,8132.8,16327850,1136.52
2013-09-23,8137.95,8256.9,8133.4,8200.7,11324426,1039.29
2013-09-24,8217.65,8250.85,8132.65,8169.1,15533191,1368.1
2013-09-25,8192.95,8218,8116.45,8187.55,22045217,1192.13
2013-09-26,8212.1,8225.35,8139.9,8157.8,20162677,1367.44
2013-09-27,8176.4,8249,8147.75,8166.55,12821340,821.45
2013-09-30,8196.4,8263.85,8136.85,8167.8,19008363,1051.81
2013-10-01,8195.05,8208.5,8133.4,8181.65,8470257,609.53
2013-10-03,8244.7,8374.2,8234.15,8360.85,21970505,1842.02
2013-10-04,8353.3,8429.9,8329.45,8352.35,13539328,1016.94
2013-10-07,8359.15,8487.95,8359.15,8461.55,12904603,1111.81
2013-10-08,8483.3,8500.75,8424.1,8435,15091941,1372.24
2013-10-09,8408.5,8584.6,8385.55,8564.45,13962277,1393.51
2013-10-10,8585.75,8643.45,8549.15,8603.8,15222169,1412.36
2013-10-11,8899.65,8932.55,8690.4,8870.15,21294050,2792.15
2013-10-14,8868.85,9078.25,8868.85,9061.75,16750963,1649.05
2013-10-15,9109.75,9167,9064.45,9120.3,16579107,1661.37
2013-10-17,9111.85,9111.85,8775.1,8797.85,18902843,2167.81
2013-10-18,8821.3,8907.5,8733,8893.85,14402271,1609.36
2013-10-21,8928.45,8928.45,8712.7,8854.9,14234005,1448.27
2013-10-22,8901.35,8951.85,8891.2,8915.15,14151414,1091.01
2013-10-23,8891.3,8891.3,8739.9,8829.55,15145285,1156.3
2013-10-24,8774.15,8921,8653.85,8681.65,16806194,1373.14
2013-10-25,8670.4,8823.1,8647.95,8812.55,15123439,1306.13
2013-10-28,8796.55,8851.85,8760.8,8783.2,9224472,746.01
2013-10-29,8784.85,8844.2,8771.4,8822.1,11255245,812.04
2013-10-30,8803.25,8853.3,8784.9,8835.15,17727549,982.51
2013-10-31,8814.2,8881.3,8814.2,8852.8,15195844,1347.32
2013-11-01,8840.6,8909,8787.7,8799.55,9064204,777.37
2013-11-03,8812.75,8837.85,8812.75,8823.5,5416284,108.16
2013-11-05,8780.6,8791.1,8705.95,8724.1,11167513,824.33
2013-11-06,8766.9,8865.5,8766.9,8843.05,10541322,852.23
2013-11-07,8882.85,9058.05,8875.05,8956.55,14127553,1222.08
2013-11-08,8969.7,9045.55,8933.9,8956.9,12086143,1477.59
2013-11-11,8943.1,9095.75,8915,8962.85,11627133,1142.7
2013-11-12,8971.65,9019.3,8899.05,8914.4,13947696,936.25
2013-11-13,8897.5,8954.25,8845.35,8859.15,9193711,678.02
2013-11-14,8912.9,8940.55,8855.55,8862,8681675,795.56
2013-11-18,8919.4,9010.6,8919.4,8978.35,15134320,1114.09
2013-11-19,8993.4,9019.4,8964.7,9003.9,16782460,1126.64
2013-11-20,8987.2,9023.65,8902.65,8915.35,10531329,850.06
2013-11-21,8912.55,8925.85,8745.3,8767.1,10689041,1066.97
2013-11-22,8784.5,8848.5,8755.2,8785.45,8349741,667.29
2013-11-25,8793.45,8875.35,8738.75,8783.8,7987188,829.24
2013-11-26,8755.05,8795.65,8712.85,8758.3,21887814,2615.35
2013-11-27,8775.8,8791.95,8680.95,8702.4,10149149,824.2
2013-11-28,8729.25,8767,8679.1,8748.35,13298262,1023.69
2013-11-29,8769.25,8839.75,8744,8820.75,13642751,803.03
2013-12-02,8804.9,8881.95,8804.9,8854,8941068,716.28
2013-12-03,8837.05,8906.95,8837.05,8867.8,8712045,762.9
2013-12-04,8868.25,8950.7,8864.45,8876.6,10374460,894
2013-12-05,8932.95,8970.95,8817.05,8834.55,8182545,767.02
2013-12-06,8813.8,8856.45,8810.1,8827.8,7439742,682.04
2013-12-09,8926.25,8930.45,8837.55,8877.1,8815980,955.65
2013-12-10,8867,9070.3,8867,9045.9,15346852,1715.41
2013-12-11,9031.4,9045.45,8982.9,9028.2,10799937,1053.71
2013-12-12,8991.45,9006.1,8950.85,8964.95,8227171,741.74
2013-12-13,8948.25,9025.9,8938.65,8957.6,9920017,1220.6
2013-12-16,8975.2,9134.15,8961.85,9110.25,10967290,1314.39
2013-12-17,9126.1,9197.35,9109.05,9119.35,13732673,1329.84
2013-12-18,9110.8,9178.15,9110.3,9167.9,9456775,936.65
2013-12-19,9207.05,9401.3,9192.2,9329,12420885,1249.17
2013-12-20,9368.4,9521.65,9368.4,9488.25,22371665,2008.02
2013-12-23,9448.85,9531.95,9372.3,9385.45,9627602,963.86
2013-12-24,9418.35,9455.25,9372.8,9391.5,8146060,681.81
2013-12-26,9405.2,9451.4,9391,9430.1,9818252,929.68
2013-12-27,9460.15,9598.1,9460.15,9579.1,13027368,1053.53
2013-12-30,9609.65,9632.15,9451.3,9499.6,10511811,998.41
2013-12-31,9514.55,9546.7,9467.5,9517.85,7747045,530.62
2014-01-01,9548.5,9558.35,9453.2,9462.8,5734793,270.86
2014-01-02,9475.3,9546.3,9445.55,9478.35,12622275,737.18
2014-01-03,9456.45,9684,9431.7,9673.2,15829301,1214.35
2014-01-06,9707.35,9709.45,9569.65,9640.75,27476324,1475.11
2014-01-07,9648.7,9648.7,9507.85,9522.75,17461491,1244.8
2014-01-08,9539.15,9608.9,9519.25,9531.55,15395110,1251.01
2014-01-09,9546.9,9606,9518.4,9575.85,20161855,1499.95
2014-01-10,9664.4,9848.35,9602.6,9782.7,23518384,2640.27
2014-01-13,9831.55,10080.95,9831.55,10060.15,17284944,1885.01
2014-01-14,10042.65,10067.25,9964.25,9996.8,15676030,1320.09
2014-01-15,10040.3,10105.5,10000.25,10065.95,15145341,1711.97
2014-01-16,10089.25,10153.75,10043.65,10127.75,16064561,2054.15
2014-01-17,10072.85,10078.95,9867.8,9884.35,19123291,2872.44
2014-01-20,9872.2,10165.9,9872.2,10154,19145834,2072.71
2014-01-21,10155.15,10158.45,10062.4,10095.55,14815525,1641.81
2014-01-22,10078.2,10140.4,10051.6,10112.8,12091738,1206.96
2014-01-23,10116.6,10123.95,10008.55,10086.35,14921463,1267.15
2014-01-24,10036.6,10143,9997.35,10010.5,10898606,1026.38
2014-01-27,9926.75,10012.8,9905.55,9938.65,10165059,1235.31
2014-01-28,9906.5,9929.75,9807.7,9837.95,12787699,1418.54
2014-01-29,9861.35,9945.6,9825.4,9896.7,9939870,972.7
2014-01-30,9860.25,9903.05,9771.55,9878.75,9614272,1105.81
2014-01-31,9895.05,10021.1,9880.55,9957.45,8293385,933.61
2014-02-03,9897.25,9923.1,9783.5,9792.1,6671209,750.66
2014-02-04,9686.8,9686.8,9522.45,9611.65,10172931,1046.07
2014-02-05,9677.9,9729.75,9585.25,9718.45,12385558,1315.9
2014-02-06,9700.4,9732.3,9599.45,9696.05,9854241,1032.78
2014-02-07,9754.3,9778.6,9595.45,9648.4,12722603,1101.18
2014-02-10,9668.4,9677.45,9605.8,9619.25,8768029,1085.54
2014-02-11,9639.4,9769.05,9639.4,9710.25,10521148,1315
2014-02-12,9747.75,9786,9725.15,9739.8,10198600,1162.09
2014-02-13,9752.25,9767,9697.25,9721.35,8423170,910.06
2014-02-14,9770.05,9870.5,9751.5,9855.45,8817585,980.42
2014-02-17,9898.1,9931,9841.2,9867.5,6228219,1071.16
2014-02-18,9859.65,9920.85,9859.65,9884.85,16277543,842.46
2014-02-19,9912,10065.75,9912,10033.05,14620520,921.95
2014-02-20,10028.35,10051.8,9962.2,9971.7,15033290,1179.97
2014-02-21,10010.5,10109.85,10010.5,10101.05,14542983,1073.54
2014-02-24,10101,10101,10041.65,10067.65,14229505,984.51
2014-02-25,10099.9,10173.75,10099.9,10162.9,12262675,1186.91
2014-02-26,10167.1,10212.6,10155.3,10200.85,35244443,1806.3
2014-02-28,10107.7,10353.25,10107.7,10338.55,24625043,2725.35
2014-03-03,10339.8,10398.15,10190.75,10209.1,14762061,1332.12
2014-03-04,10172.8,10251.3,10165.35,10196.55,12303390,1163.95
2014-03-05,10260.2,10301.7,10215.75,10237.25,13723962,1204.89
2014-03-06,10272.4,10300.25,10237.9,10254.6,14322247,1178.69
2014-03-07,10266.05,10272.5,9966,10054.9,19025657,2127.83
2014-03-10,10033.05,10033.05,9792,9809.55,14520793,1582.28
2014-03-11,9803.8,9922.65,9746,9828.6,13168206,1149.38
2014-03-12,9823.8,9921.95,9823.8,9877.6,10834572,908.08
2014-03-13,9539.3,9637.85,9433.15,9462.7,15395621,2542.95
2014-03-14,9422.85,9509.4,9395.9,9439.05,11456059,1252.11
2014-03-18,9451.1,9480.2,9342.55,9364.35,14532611,1319.37
2014-03-19,9305.25,9305.25,9051.2,9158.95,29858297,2389.36
2014-03-20,9147.05,9387,9147.05,9313.5,31208125,1900.3
2014-03-21,9376.95,9451.3,9257.9,9370.75,20588273,1962.17
2014-03-22,9355.4,9419.7,9342.8,9377.75,1277237,90.23
2014-03-24,9365.3,9435.7,9339,9365.05,12953518,1076.27
2014-03-25,9308.5,9366.4,9280.35,9300.6,14726714,1151.67
2014-03-26,9318.95,9321.8,9209.9,9222.9,12647703,1271.23
2014-03-27,9234.3,9244.9,9159.95,9217.1,15369362,2012.85
2014-03-28,9245.7,9323.2,9223.2,9275.35,10390208,1209.97
2014-03-31,9297.95,9325.05,9184.35,9298,11027529,1250.4
2014-04-01,9331.5,9458.4,9324.65,9439.75,14348670,1407.95
2014-04-02,9515.05,9542.65,9463.6,9479.9,16859016,1326.76
2014-04-03,9505.45,9517,9428.55,9472,11063438,876.35
2014-04-04,9511.8,9542.05,9373.4,9389.4,9085930,816.97
2014-04-07,9355.05,9400.05,9296.1,9374.45,7780387,986.66
2014-04-09,9360.15,9397.6,9208.75,9276.9,13044097,1631.53
2014-04-10,9277.75,9280.65,9159.9,9179.2,13776590,1874.57
2014-04-11,9156.45,9350.95,9081.2,9312,15890875,2014.42
2014-04-15,9452.6,9554.75,9387.05,9491.6,16877121,2213.17
2014-04-16,9506.8,9506.8,9248.65,9273.15,19792726,1740.28
2014-04-17,9363.05,9407,9240.5,9390.2,17871890,1951.55
2014-04-21,9395.55,9417.6,9317.85,9330.25,14401660,1156.98
2014-04-22,9333.55,9388.45,9267.15,9279.2,12115115,1062.12
2014-04-23,9318.65,9348.9,9260.45,9272.05,15495721,1486.07
2014-04-25,9311.5,9334.35,9236.3,9275,11540080,1226.73
2014-04-28,9271.5,9321.5,9251.85,9261.3,10502305,1117.12
2014-04-29,9264.5,9312.5,9241.65,9251.6,15778043,994.73
2014-04-30,9242.9,9294.25,9198.6,9227.95,18379074,1169.58
2014-05-02,9219.3,9347.8,9219.3,9319.55,12110843,917.92
2014-05-05,9288.7,9358.25,9208.2,9223.55,8065958,772.01
2014-05-06,9219.95,9236.25,9154.45,9179.7,8134526,811.49
2014-05-07,9153.15,9186.3,8905.35,8946.55,14502692,1851.02
2014-05-08,8959,9010.3,8922.8,8963.6,9592045,1119.01
2014-05-09,8945.75,9091.65,8945.75,9048.5,9480771,937.85
2014-05-12,9049.85,9157.7,8986.8,9132.35,11120481,1204.03
2014-05-13,9159.25,9404.75,9159.25,9364.8,10603675,1072.12
2014-05-14,9356.2,9384.8,9306.6,9349.65,8205382,825.97
2014-05-15,9347.85,9362.9,9234.05,9314.4,8660123,1124.35
2014-05-16,9372.75,9493,8946.55,9111.4,17884167,2242.62
2014-05-19,9135.55,9135.55,8609.95,8675.1,21719748,2946.94
2014-05-20,8704.5,8906.8,8704.5,8878.9,16399854,1602.03
2014-05-21,8871.75,8962.05,8858.95,8952.85,13763085,1283
2014-05-22,8978.85,8980.5,8876.35,8929.6,14003321,1385.46
2014-05-23,8954.1,9072.4,8841.9,8941.3,15699876,1408.78
2014-05-26,8986.5,9091.8,8962.5,9061,20106727,1182.16
2014-05-27,9082.3,9206.15,9048.5,9101.85,20305492,1156.52
2014-05-28,9106.15,9253.65,9103.8,9237.25,14208333,1189.6
2014-05-29,9075.8,9075.8,8909.45,8927.4,17028188,2654.72
2014-05-30,8941,8992.25,8877.75,8970.3,15433739,2016.62
2014-06-02,9004,9022.6,8963.2,8981.95,7889365,751.18
2014-06-03,9007.8,9039,8913.95,8976.4,10374139,1053
2014-06-04,8974.95,8990.9,8820.8,8863.9,12262207,1196.85
2014-06-05,8877.5,9032.5,8841.8,8984.6,14473393,1472.6
2014-06-06,8943.3,8957.7,8849.05,8945.1,17375124,1619.87
2014-06-09,8948.75,9029.05,8926.3,9017.7,13393022,1266.34
2014-06-10,9043.3,9254.05,9043.3,9234.6,19899793,1530.77
2014-06-11,9290.5,9510,9276.3,9436.4,19732390,2032.07
2014-06-12,9589.2,9605.55,9310.6,9447.85,13016108,1720.92
2014-06-13,9462,9474.15,9339.3,9448.65,11035162,1135.78
2014-06-16,9449,9600.15,9449,9579.85,11328716,1205.93
2014-06-17,9618.75,9678.2,9589.15,9620.05,11596299,1295.63
2014-06-18,9630.85,9660.5,9494.2,9521.35,11407010,1146.25
2014-06-19,9522.2,9712.65,9503.7,9698.9,12109350,1340.54
2014-06-20,9714.5,9736.6,9663.3,9700.2,11547793,1061.24
2014-06-23,9671.55,9695.3,9518.35,9548.2,7289587,732.95
2014-06-24,9548.65,9588.5,9497.2,9570.75,8602492,987.41
2014-06-25,9623.4,9643.5,9570.95,9587.9,8624714,861.37
2014-06-26,9585.75,9648.1,9553.15,9579.4,12389784,1255.55
2014-06-27,9619.45,9828.95,9607.6,9819.95,16071389,1498.51
2014-06-30,9834.15,9921.15,9822.7,9912.3,12548529,1290.86
2014-07-01,9896.8,9897.3,9786.45,9802.85,9330746,977.65
2014-07-02,9817.65,9849.5,9769.15,9807.6,9147160,872.22
2014-07-03,9806,9903.55,9805,9831.35,10668482,1084.65
2014-07-04,9829.95,9883.85,9827.25,9866.95,26125779,947.01
2014-07-07,9922.95,10139.4,9918.5,10126.25,18359972,1455.24
2014-07-08,10146.75,10146.75,9973.15,10019.7,18076883,1558.67
2014-07-09,10041.35,10082.7,9867.35,9903.3,16467600,1283.2
2014-07-10,9906.65,10002.65,9753.1,9816.2,13338843,1277.31
2014-07-11,9992.15,10050.6,9889.65,9933.55,13101724,1357.46
2014-07-14,9944.1,9944.1,9744.3,9799.65,9228355,1018.65
2014-07-15,9815.65,9856.15,9768.55,9785.75,9583098,753.56
2014-07-16,9824.2,9846.1,9761.65,9809,8827251,756.34
2014-07-17,9855.95,9982.35,9807.35,9819.75,10722355,856.54
2014-07-18,9944.85,10019.2,9929.9,9946.95,15985219,1278.06
2014-07-21,9998.65,10018.2,9892.4,9912.4,11212373,864.92
2014-07-22,9918.8,10103.25,9918.8,10086.65,14081944,1189.53
2014-07-23,10120,10325.5,10120,10306.85,19081610,1485.53
2014-07-24,10323.8,10422.2,10289.6,10400.15,13248477,1081.07
2014-07-25,10343,10355.6,10211.9,10339.7,15295054,1300.16
2014-07-28,10293.7,10405.7,10286.95,10383.45,9642192,1045.14
2014-07-30,10395.55,10408.3,10311.7,10361.05,9846342,1217.35
2014-07-31,10348.05,10351.8,10279.55,10304.7,15982094,1963.61
2014-08-01,10227.55,10307,10141.15,10155.3,12516413,1580.9
2014-08-04,10192.35,10383.6,10160.2,10370.15,11037813,1536.27
2014-08-05,10403.6,10450.55,10322,10422.7,8394433,1158.21
2014-08-06,10423.85,10544.65,10423.85,10484.6,10797302,1502.15
2014-08-07,10362.55,10414.2,10324.25,10342.95,11991958,1141.27
2014-08-08,10327.2,10384.7,10293.15,10318.25,8840309,845.76
2014-08-11,10391.9,10405.55,10338,10382.55,8218096,806.27
2014-08-12,10448.6,10448.6,10311.2,10394.85,6739145,708.78
2014-08-13,10381.05,10529.7,10376.85,10480.4,10023422,1218.23
2014-08-14,10513.75,10547.15,10440.7,10468.25,7458822,854.05
2014-08-18,10459.7,10465.65,10395.95,10418.7,7979405,849.92
2014-08-19,10441.4,10441.4,10346.25,10365.15,8195348,1060.53
2014-08-20,10397,10434.9,10383.65,10399.1,10151638,978.4
2014-08-21,10432.75,10456.95,10373.95,10392.85,11322899,1017.95
2014-08-22,10403.45,10565.25,10403.45,10543.4,9716157,1194.37
2014-08-25,10553.8,10666.5,10514.5,10645.85,9554942,1069.86
2014-08-26,10653.6,10714.85,10581.85,10671,8879710,1006.03
2014-08-27,10675.05,10775.45,10635.3,10743.8,10020426,1038.99
2014-08-28,10749.25,10757.65,10658.2,10679.65,11673150,1374.93
2014-09-01,10712.5,10753.3,10695.05,10705.3,9069676,677.78
2014-09-02,10723.45,10783.3,10636.7,10746.55,9897208,893.89
2014-09-03,10749,11030.15,10749,11005.1,15906105,1677.45
2014-09-04,11025.85,11025.85,10921.65,10960.45,9153902,927.34
2014-09-05,11018.8,11122.45,10974.2,11025.55,12581278,1101.06
2014-09-08,11062.8,11182.5,11056.35,11167.75,12275490,979.72
2014-09-09,11144,11156.15,11048.4,11069.9,8871840,825.85
2014-09-10,11041.85,11041.85,10929.6,10942.45,8487119,773.64
2014-09-11,10975.7,11030.55,10885,10965.95,11066034,942.6
2014-09-12,10987,11017.7,10918.7,10958.5,11655576,921.07
2014-09-15,10959.85,10960.7,10856.6,10868.15,9090129,860.73
2014-09-16,10876.8,10934.3,10796.45,10811.5,15393999,995.02
2014-09-17,10866.2,11001.5,10866.2,10991.4,9637144,1028.97
2014-09-18,10916.35,11091.25,10880.95,11055.2,28106358,1471.95
2014-09-19,11074,11316.6,11071.4,11224.15,28642678,2430.26
2014-09-22,11187.6,11187.6,11090.85,11173.15,13288959,954.19
2014-09-23,11172.25,11309.35,11066,11088.05,20309722,1779.89
2014-09-24,11135.05,11156.05,11034.45,11074.2,12278246,1122.76
2014-09-25,11102.5,11237.3,11102.5,11185.95,16072047,2148.6
2014-09-26,11188.1,11236.45,11093.6,11138,10916820,1121
2014-09-29,11178.55,11352.1,11129.85,11326.6,9648149,921.05
2014-09-30,11341.4,11360.35,11231.8,11302.7,16372690,1454.87
2014-10-01,11287.2,11543.75,11287.2,11519.45,14421087,1622.08
2014-10-07,11371.9,11633.65,11371.9,11428.6,14815547,2156.48
2014-10-08,11380.85,11380.85,10985.75,11043.4,15068221,2087.4
2014-10-09,11138.4,11189.65,11023.7,11065.15,11941123,1688.92
2014-10-10,11065,11365.2,11001.65,11311.25,19764045,3412.03
2014-10-13,11318.55,11483.8,11318.55,11437,12371331,1865.11
2014-10-14,11474.8,11474.8,11336.65,11350.3,12611049,1272.01
2014-10-16,11379.05,11438.55,11135.25,11174.85,14581993,1853.7
2014-10-17,10889.5,10920.25,10716.7,10746.2,21475171,3208.56
2014-10-20,10845.7,10845.7,10658.45,10673.1,12861439,1600.81
2014-10-21,10723.15,10748.8,10605.1,10692.35,13374819,2078.44
2014-10-22,10835.4,10835.4,10749.1,10767.4,10032821,1000.12
2014-10-23,10776,10787.25,10757.9,10781.2,2415911,190.72
2014-10-27,10890.6,10890.6,10684.6,10714.3,11428935,1355.98
2014-10-28,10696.3,10771.55,10696.3,10737.25,10718895,1433.23
2014-10-29,10767.4,10929.15,10767.4,10912.3,13344455,1641.47
2014-10-30,10973.35,11190.9,10973.35,11124.6,20114568,2724.13
2014-10-31,11192.8,11372.25,11192.8,11341.05,11154328,1456.51
2014-11-03,11433,11462.85,11306.2,11359.9,11688799,1532.47
2014-11-05,11419.95,11493.5,11336.35,11440.5,18966263,1806.72
2014-11-07,11438.3,11523.55,11405.5,11476.15,15248179,1678.2
2014-11-10,11491.95,11508.9,11388.8,11470.95,9401704,1009
2014-11-11,11477.25,11501.4,11398.25,11439.7,8197559,922.88
2014-11-12,11428.4,11508.75,11406.75,11421.3,10451577,1043.86
2014-11-13,11458.3,11575.5,11398.7,11539.6,15450746,1079.28
2014-11-14,11551.4,11614.65,11549.6,11571.75,12393079,1039.6
2014-11-17,11553.9,11623.55,11496.6,11608.15,9099326,968.79
2014-11-18,11628.15,11633.4,11495.05,11512.9,10016275,942.04
2014-11-19,11532,11556.35,11444.65,11524.3,10722668,1052.7
2014-11-20,11583.45,11692.4,11538.2,11677.45,9915776,1139.07
2014-11-21,11637.7,11643.7,11544.35,11596.95,10600459,1422.08
2014-11-24,11659.7,11825.85,11659.7,11809.85,9644945,1390.3
2014-11-25,11847.4,11908.1,11679.1,11790,14405769,1876.43
2014-11-26,11769.2,11804.75,11714.85,11770.4,7782652,1088.58
2014-11-27,11800.85,11925.9,11799.8,11900.85,11852273,1745.76
2014-11-28,11925.85,11979.5,11874.8,11898.05,9556642,1515.11
2014-12-01,11942.25,12013.9,11884.95,11981,11764294,1854.21
2014-12-02,11952.7,11952.7,11794.45,11812.75,8096650,1105
2014-12-03,11787.6,11819.7,11707.25,11807.9,10852872,1539.45
2014-12-04,11809.55,11895.15,11732.25,11748.75,20508085,1343.46
2014-12-05,11788.55,11789.85,11506.55,11536.25,11840650,1269.74
2014-12-08,11417.1,11427.9,11136.25,11176.45,50068261,9159.24
2014-12-09,11207.6,11271.5,11127.75,11138.9,10959420,1334.71
2014-12-10,11137.55,11195.75,11102.75,11111.7,8570910,1046.19
2014-12-11,11059.7,11088.3,10971.5,10986.25,9253392,1094.75
2014-12-12,11030.15,11121.1,10869.25,10929.9,15656104,1563.48
2014-12-15,10748.5,10830.75,10690.85,10727.75,14881356,1683.3
